name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,positions_list,primary_position,positions_count,flag_missing_birth_date,flag_overall_gt_potential,flag_non_positive_value,flag_non_positive_wage,player_key
F. Bustamante,Franco Bustamante,1999-03-15,26.9,167.64,64.9,"RM,RB",Argentina,53,67,130000.0,1000.0,Right,1,2,2,Normal,276000.0,,,,,48,46,29,39,30,55,37,41,38,44,76,73,78,54,88,32,61,75,39,47,54,49,53,39,46,46,49,42,46,"['RM', 'RB']",RM,2,False,False,False,False,franco-bustamante-1999-03-15
A. Kamara,Aboubakar Kamara,1995-03-07,30.9,152.4,81.2,ST,France,71,75,3100000.0,31000.0,Right,1,3,3,Stocky,,,,,,41,68,68,64,60,66,48,43,39,64,79,87,68,64,76,75,70,65,82,61,78,13,74,58,69,57,37,23,21,['ST'],ST,1,False,False,False,False,aboubakar-kamara-1995-03-07
Paulo Otávio,Paulo Otávio Rosa da Silva,1994-11-23,31.2,175.26,68.0,"LM,LB",Brazil,66,71,850000.0,7000.0,Left,1,3,2,Normal,1400000.0,,,,,70,40,34,68,46,70,55,46,54,67,79,76,82,61,83,58,60,69,44,57,57,60,56,52,41,48,67,58,63,"['LM', 'LB']",LM,2,False,False,False,False,paulo-ot-vio-rosa-da-silva-1994-11-23
T. Vermaelen,Thomas Vermaelen,1985-11-14,40.2,182.88,79.8,"CB,LB",Belgium,77,77,5000000.0,110000.0,Left,3,3,2,Normal,10300000.0,Belgium,85.0,SUB,3.0,63,52,81,80,56,55,61,64,78,64,67,64,61,70,56,78,90,52,79,68,77,73,41,51,62,72,72,79,80,"['CB', 'LB']",CB,2,False,False,False,False,thomas-vermaelen-1985-11-14
J. Gallagher,Jon Gallagher,1996-02-23,29.9,175.26,71.2,ST,Republic of Ireland,54,62,100000.0,1000.0,Right,1,3,2,Normal,170000.0,,,,,28,57,39,45,45,58,46,32,35,55,61,54,56,53,72,58,51,54,47,49,32,19,53,50,56,42,12,13,17,['ST'],ST,1,False,False,False,False,jon-gallagher-1996-02-23
D. Zagadou,Dan-Axel Zagadou,1999-06-03,26.6,195.58,89.8,"CB,LB",France,76,85,10000000.0,17000.0,Left,1,3,2,Stocky,19000000.0,,,,,46,26,77,72,25,49,37,25,58,54,52,69,44,71,34,56,64,62,89,24,75,71,31,42,30,75,72,83,75,"['CB', 'LB']",CB,2,False,False,False,False,dan-axel-zagadou-1999-06-03
L. Humphries,Lloyd Humphries,1997-10-03,28.3,172.72,69.9,CM,Wales,50,61,50000.0,4000.0,Right,1,2,2,Normal,110000.0,,,,,37,29,48,55,28,47,38,33,53,49,62,61,65,53,76,46,58,53,54,29,59,49,26,56,44,44,45,50,49,['CM'],CM,1,False,False,False,False,lloyd-humphries-1997-10-03
M. Vera,Matías Vera,1995-10-26,30.2,170.18,68.9,CDM,Argentina,65,74,725000.0,2000.0,Left,1,3,2,Lean,1200000.0,,,,,55,33,56,68,45,55,48,62,63,66,70,70,73,63,80,62,58,71,53,50,68,62,50,50,48,48,62,65,60,['CDM'],CDM,1,False,False,False,False,mat-as-vera-1995-10-26
K. Arthur,Koby Arthur,1996-01-31,30.0,167.64,68.0,"RM,LM",Ghana,60,64,270000.0,1000.0,Right,1,3,3,Normal,493000.0,,,,,54,50,42,57,41,61,58,46,54,50,82,83,81,55,77,57,69,67,57,54,35,25,55,54,57,56,37,32,28,"['RM', 'LM']",RM,2,False,False,False,False,koby-arthur-1996-01-31
A. Kann,Alec Kann,1990-08-08,35.4,193.04,86.2,GK,United States,66,68,525000.0,2000.0,Left,1,3,1,Lean,827000.0,,,,,13,12,18,27,19,12,18,12,32,20,42,44,30,62,41,21,61,42,75,15,30,24,17,54,21,46,10,13,17,['GK'],GK,1,False,False,False,False,alec-kann-1990-08-08
L. Laverone,Lorenzo Laverone,1989-04-19,36.8,175.26,69.9,"RB,RM",Italy,68,68,675000.0,2000.0,Right,1,3,3,Lean,1000000.0,,,,,72,40,53,66,38,64,70,65,58,64,82,91,81,67,85,69,81,89,72,48,66,60,64,68,60,63,57,59,57,"['RB', 'RM']",RB,2,False,False,False,False,lorenzo-laverone-1989-04-19
Abel Ruiz,Abel Ruiz Ortega,2000-01-28,26.0,182.88,73.0,"ST,LW",Spain,67,83,1600000.0,21000.0,Right,1,3,3,Normal,4200000.0,,,,,36,69,62,65,63,65,41,48,42,63,69,70,67,58,61,64,60,68,74,67,32,19,66,55,64,57,45,12,12,"['ST', 'LW']",ST,2,False,False,False,False,abel-ruiz-ortega-2000-01-28
T. Ndombele,Tanguy NDombèlé Alvaro,1996-12-28,29.1,154.94,76.2,"CM,CDM",France,80,89,22500000.0,51000.0,Right,1,3,4,Normal,47300000.0,France,84.0,SUB,17.0,67,59,56,83,59,86,67,63,79,84,84,76,83,80,84,80,63,78,78,70,81,73,70,79,60,84,66,73,69,"['CM', 'CDM']",CM,2,False,False,False,False,tanguy-ndomb-l-alvaro-1996-12-28
L. Brown,Lee Brown,1990-08-10,35.4,182.88,78.9,LB,England,65,65,450000.0,3000.0,Left,1,2,2,Stocky,788000.0,,,,,61,47,62,62,45,58,64,62,59,60,69,72,64,60,76,67,78,84,78,58,57,58,49,57,67,71,65,64,62,['LB'],LB,1,False,False,False,False,lee-brown-1990-08-10
E. Torres,Erick Estéfano Torres Padilla,1993-01-19,33.0,182.88,81.2,ST,Mexico,70,73,2300000.0,12000.0,Right,1,3,3,Normal,4000000.0,,,,,65,68,71,63,71,67,70,69,66,65,70,67,83,70,73,73,70,74,70,69,70,36,74,68,77,69,19,38,26,['ST'],ST,1,False,False,False,False,erick-est-fano-torres-padilla-1993-01-19
S. Singh,Sarpreet Singh,1999-02-20,26.9,172.72,64.9,CAM,New Zealand,68,78,1400000.0,1000.0,Left,1,3,3,Lean,2000000.0,Wellington Phoenix,65.0,CAM,18.0,71,58,44,68,56,70,71,68,68,66,74,71,76,66,82,57,62,66,48,68,66,55,58,73,57,71,52,45,41,['CAM'],CAM,1,False,False,False,False,sarpreet-singh-1999-02-20
R. McDonald,Rod McDonald,1992-04-11,33.8,190.5,82.1,CB,England,64,67,475000.0,2000.0,Left,1,2,2,Normal,867000.0,,,,,41,20,62,54,26,52,19,25,60,56,67,51,53,63,55,45,70,63,79,32,65,61,23,44,34,63,62,64,60,['CB'],CB,1,False,False,False,False,rod-mcdonald-1992-04-11
R. Escobar,Ricardo Antonio Escobar Acuña,1998-03-30,27.8,175.26,71.2,"CB,CDM",Chile,60,75,425000.0,1000.0,Right,1,2,2,Lean,839000.0,,,,,35,37,66,62,35,42,38,32,61,47,55,55,60,61,75,45,70,59,59,38,59,59,29,47,44,48,57,63,49,"['CB', 'CDM']",CB,2,False,False,False,False,ricardo-antonio-escobar-acu-a-1998-03-30
S. Ngom,Santy Ngom,1993-03-07,32.9,154.94,84.8,"ST,RM,RW",Senegal,67,71,1000000.0,9000.0,Right,1,4,3,Normal,,,,,,47,71,58,59,57,70,49,43,53,68,78,69,77,57,75,68,64,56,60,67,43,22,68,60,61,59,27,29,23,"['ST', 'RM', 'RW']",ST,3,False,False,False,False,santy-ngom-1993-03-07
A. Plea,Alassane Plea,1993-03-10,32.9,154.94,78.9,"ST,LW",France,81,83,22000000.0,40000.0,Right,2,3,4,Stocky,39100000.0,,,,,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,"['ST', 'LW']",ST,2,False,False,False,False,alassane-plea-1993-03-10
R. Gaddis,Raymon Gaddis,1990-01-13,36.0,175.26,68.0,"LB,RB",United States,66,66,500000.0,3000.0,Right,1,4,2,Lean,750000.0,,,,,52,27,58,59,30,61,55,31,50,56,79,79,78,62,75,28,53,81,58,24,65,61,51,43,39,49,65,66,64,"['LB', 'RB']",LB,2,False,False,False,False,raymon-gaddis-1990-01-13
G. Morrissey,Gearóid Morrissey,1991-11-17,34.2,182.88,81.2,"CDM,CM",Republic of Ireland,65,66,525000.0,1000.0,Right,1,5,2,Normal,853000.0,,,,,54,55,55,67,55,62,55,55,64,66,53,54,49,59,61,65,51,71,70,61,59,63,58,59,59,62,61,64,61,"['CDM', 'CM']",CDM,2,False,False,False,False,gear-id-morrissey-1991-11-17
H. Duljević,Haris Duljević,1993-11-16,32.2,185.42,82.1,"LW,LM",Bosnia Herzegovina,69,72,1300000.0,9000.0,Right,1,3,3,Normal,2200000.0,,,,,52,54,57,72,57,82,65,59,66,74,75,86,73,65,72,61,70,70,76,63,67,40,63,59,57,69,48,39,30,"['LW', 'LM']",LW,2,False,False,False,False,haris-duljevi-1993-11-16
J. Słowik,Jakub Słowik,1991-08-31,34.4,190.5,82.1,GK,Poland,65,67,450000.0,2000.0,Right,1,2,1,Normal,641000.0,,,,,14,15,14,20,15,14,11,18,21,10,46,32,34,62,36,13,46,21,57,14,24,16,12,24,18,57,17,14,13,['GK'],GK,1,False,False,False,False,jakub-s-owik-1991-08-31
J. Arboleda,Juan Guillermo Arboleda Sánchez,1989-07-28,36.5,182.88,69.9,RB,Colombia,68,68,700000.0,2000.0,Right,1,3,3,Normal,980000.0,,,,,71,30,52,65,32,63,43,36,57,68,76,79,64,61,64,59,75,61,75,38,75,68,60,62,42,61,61,67,70,['RB'],RB,1,False,False,False,False,juan-guillermo-arboleda-s-nchez-1989-07-28
M. Ostrzolek,Matthias Ostrzolek,1990-06-05,35.6,152.4,72.1,"LB,LWB,CDM",Germany,74,74,4400000.0,27000.0,Left,2,3,3,Normal,7600000.0,,,,,72,36,60,71,49,73,60,47,69,76,77,75,77,74,76,66,67,78,65,43,74,69,59,59,60,68,70,74,75,"['LB', 'LWB', 'CDM']",LB,3,False,False,False,False,matthias-ostrzolek-1990-06-05
J. Nolan,Jon Nolan,1992-04-22,33.7,154.94,72.1,"CM,CAM",England,68,71,1100000.0,5000.0,Right,1,4,3,Lean,2100000.0,,,,,54,63,46,72,61,68,66,53,70,68,72,73,87,61,83,62,60,81,56,68,63,63,57,65,51,62,55,59,59,"['CM', 'CAM']",CM,2,False,False,False,False,jon-nolan-1992-04-22
T. Wachsmuth,Toni Wachsmuth,1986-11-15,39.2,182.88,79.8,"CB,CDM",Germany,67,67,525000.0,1000.0,Right,1,3,2,Normal,761000.0,,,,,52,62,56,60,32,23,32,33,63,60,63,62,60,63,69,36,90,66,75,17,74,65,43,62,69,69,64,68,67,"['CB', 'CDM']",CB,2,False,False,False,False,toni-wachsmuth-1986-11-15
L. Bürger,Leon Bürger,1999-11-11,26.2,154.94,71.2,"CDM,CM",Germany,57,74,190000.0,1000.0,Right,1,3,2,Lean,394000.0,,,,,52,35,49,57,31,47,31,60,55,55,62,55,63,52,64,72,60,55,64,48,61,53,45,53,35,40,54,60,52,"['CDM', 'CM']",CDM,2,False,False,False,False,leon-b-rger-1999-11-11
S. Laitinen,Samu Laitinen,1999-08-13,26.4,175.26,73.9,RB,Finland,51,66,70000.0,1000.0,Right,1,3,2,Normal,194000.0,,,,,34,30,50,40,22,48,31,29,38,40,65,63,56,50,69,26,65,58,52,28,51,47,46,41,30,32,50,53,55,['RB'],RB,1,False,False,False,False,samu-laitinen-1999-08-13
J. Rothmann,Joachim Rothmann,2000-06-29,25.6,154.94,74.8,"ST,RW",Denmark,50,70,60000.0,1000.0,Right,1,3,2,Lean,135000.0,,,,,31,49,45,41,31,50,33,32,33,49,71,72,60,54,65,47,60,58,51,40,31,22,45,45,49,48,17,19,12,"['ST', 'RW']",ST,2,False,False,False,False,joachim-rothmann-2000-06-29
R. González,Ramiro González,1990-11-21,35.2,182.88,78.0,CB,Argentina,69,69,875000.0,12000.0,Right,1,3,2,Normal,1500000.0,,,,,32,34,71,61,24,42,22,32,51,62,53,54,58,59,52,49,72,69,81,36,75,58,32,35,40,62,72,71,62,['CB'],CB,1,False,False,False,False,ramiro-gonz-lez-1990-11-21
M. Bildøy,Marius Bildøy,2000-03-29,25.8,170.18,67.1,RW,Norway,53,69,120000.0,1000.0,Right,1,2,2,Normal,225000.0,,,,,46,52,32,52,46,55,48,40,49,52,66,70,75,37,54,55,76,50,39,45,49,30,47,47,55,42,25,37,38,['RW'],RW,1,False,False,False,False,marius-bild-y-2000-03-29
Marc Gual,Marc Gual Huguet,1996-03-13,29.9,182.88,73.0,ST,Spain,69,76,1500000.0,7000.0,Right,1,3,3,Lean,,,,,,48,68,68,66,68,71,50,51,45,68,65,73,59,64,65,70,70,71,66,65,36,19,70,58,55,63,18,14,15,['ST'],ST,1,False,False,False,False,marc-gual-huguet-1996-03-13
D. Björnquist,Daniel Björnquist,1989-01-08,37.0,152.4,77.1,RWB,Sweden,63,63,280000.0,1000.0,Right,1,1,2,Normal,350000.0,,,,,50,34,36,57,33,58,56,29,45,55,83,84,70,57,74,47,69,82,64,41,60,56,49,44,40,56,58,63,64,['RWB'],RWB,1,False,False,False,False,daniel-bj-rnquist-1989-01-08
D. McGregor,Darren McGregor,1985-08-07,40.5,182.88,87.1,CB,Scotland,65,65,300000.0,2000.0,Right,1,3,2,Stocky,525000.0,,,,,32,39,64,62,27,54,32,29,53,59,69,69,30,57,51,43,65,67,87,27,58,58,45,47,43,63,59,66,63,['CB'],CB,1,False,False,False,False,darren-mcgregor-1985-08-07
T. Torun,Tunay Torun,1990-04-21,35.7,175.26,72.1,"RM,LM",Turkey,72,72,3100000.0,18000.0,Right,1,5,3,Normal,,,,,,71,66,56,71,58,73,66,73,67,72,75,76,77,67,76,66,72,69,62,66,39,31,65,70,56,62,25,20,15,"['RM', 'LM']",RM,2,False,False,False,False,tunay-torun-1990-04-21
Verdasca,Diogo Sousa Verdasca,1996-10-26,29.2,185.42,81.2,"CB,CDM",Portugal,69,79,1500000.0,3000.0,Right,1,3,2,Normal,2700000.0,,,,,33,24,68,65,30,49,37,34,59,59,65,67,63,58,60,60,81,74,76,33,77,63,31,41,47,60,73,66,67,"['CB', 'CDM']",CB,2,False,False,False,False,diogo-sousa-verdasca-1996-10-26
R. Austin,Rodolph Austin,1985-06-01,40.6,182.88,78.0,"CB,CDM",Jamaica,66,66,260000.0,3000.0,Right,1,3,2,Stocky,325000.0,,,,,56,47,59,56,55,56,46,65,63,58,36,47,33,53,67,72,70,63,88,53,80,62,51,56,62,69,67,66,56,"['CB', 'CDM']",CB,2,False,False,False,False,rodolph-austin-1985-06-01
J. Curran,Jesse Curran,1996-07-16,29.5,172.72,68.0,"RM,RB,CDM",Australia,57,68,180000.0,1000.0,Right,1,2,2,Lean,351000.0,,,,,42,49,44,57,31,57,44,40,51,58,74,68,75,59,79,52,61,72,66,29,60,51,39,48,40,43,56,53,55,"['RM', 'RB', 'CDM']",RM,3,False,False,False,False,jesse-curran-1996-07-16
J. Vokins,Jake Vokins,2000-03-17,25.8,154.94,69.9,"LB,LWB",England,57,71,190000.0,2000.0,Left,1,3,2,Normal,480000.0,,,,,58,34,49,36,29,65,39,38,32,45,76,73,71,53,60,35,62,56,56,37,57,56,56,43,50,45,54,60,58,"['LB', 'LWB']",LB,2,False,False,False,False,jake-vokins-2000-03-17
T. Tillman,Timothy Tillman,1999-01-04,27.0,182.88,73.9,"CAM,LW,RW",Germany,60,73,400000.0,4000.0,Right,1,3,3,Lean,,,,,,53,49,39,65,47,69,50,45,49,68,68,66,69,53,67,44,60,60,58,43,34,28,44,50,44,48,28,27,30,"['CAM', 'LW', 'RW']",CAM,3,False,False,False,False,timothy-tillman-1999-01-04
C. Leitgeb,Christoph Leitgeb,1985-04-14,40.8,172.72,68.9,"CM,CDM",Austria,69,69,625000.0,16000.0,Right,1,4,3,Normal,938000.0,,,,,62,47,39,71,60,74,72,67,70,74,69,59,76,60,77,65,70,61,45,59,58,69,60,74,64,74,65,60,55,"['CM', 'CDM']",CM,2,False,False,False,False,christoph-leitgeb-1985-04-14
Gabri Prestão,Bernard Gabriel Prestão Chaves,1992-02-29,33.9,185.42,79.8,GK,Brazil,79,79,9000000.0,24000.0,Right,1,3,1,Normal,17100000.0,Brazil,81.0,SUB,12.0,8,9,7,11,8,18,12,13,12,20,58,62,66,76,43,15,60,23,60,12,35,12,5,60,15,64,22,9,16,['GK'],GK,1,False,False,False,False,bernard-gabriel-prest-o-chaves-1992-02-29
M. Acuña,Marcos Javier Acuña,1991-10-28,34.2,172.72,68.9,"LB,LW,CM",Argentina,80,81,14000000.0,16000.0,Left,2,3,4,Stocky,29100000.0,Sporting CP,78.0,LW,9.0,87,65,63,78,68,85,87,78,76,83,79,75,84,78,86,83,69,90,84,84,88,76,75,78,74,87,78,80,75,"['LB', 'LW', 'CM']",LB,3,False,False,False,False,marcos-javier-acu-a-1991-10-28
N. Sonko Sundberg,Noah Sonko Sundberg,1996-06-06,29.6,187.96,83.9,CB,Sweden,65,72,650000.0,1000.0,Right,1,3,2,Normal,943000.0,,,,,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60,['CB'],CB,1,False,False,False,False,noah-sonko-sundberg-1996-06-06
A. Witry,Aslak Fonn Witry,1996-03-10,29.9,152.4,76.2,RB,Norway,66,71,725000.0,2000.0,Right,1,2,2,Lean,961000.0,,,,,63,27,41,57,32,61,61,62,51,58,76,76,68,61,75,61,64,79,60,48,62,65,44,49,43,52,59,68,65,['RB'],RB,1,False,False,False,False,aslak-fonn-witry-1996-03-10
J. Mostasilla,Johnny Javier Mostacilla Ceballos,1991-01-03,35.0,187.96,81.2,CB,Colombia,64,66,450000.0,1000.0,Right,1,3,2,Normal,664000.0,,,,,25,30,67,40,35,20,32,23,46,38,55,54,62,53,48,28,59,70,82,24,75,65,19,23,33,46,60,66,58,['CB'],CB,1,False,False,False,False,johnny-javier-mostacilla-ceballos-1991-01-03
O. Storflor,Øyvind Storflor,1979-12-18,46.1,154.94,74.8,RW,Norway,63,63,120000.0,1000.0,Right,1,4,2,Normal,150000.0,,,,,71,55,58,67,55,61,71,72,64,67,60,55,57,64,70,68,60,48,63,57,44,28,67,66,54,66,34,34,22,['RW'],RW,1,False,False,False,False,yvind-storflor-1979-12-18
Miranda,Juan Miranda González,2000-01-19,26.0,185.42,76.2,"LB,CB",Spain,66,81,1200000.0,12000.0,Left,1,3,2,Lean,3200000.0,,,,,59,33,56,63,29,62,56,37,56,65,65,69,59,63,60,49,65,69,53,37,57,64,62,48,44,59,64,69,67,"['LB', 'CB']",LB,2,False,False,False,False,juan-miranda-gonz-lez-2000-01-19
M. Krohn-Dehli,Michael Krohn-Dehli,1983-06-06,42.6,170.18,68.0,"CM,LM,CDM,CAM",Denmark,73,73,1700000.0,7000.0,Right,2,4,3,Normal,2700000.0,,,,,79,66,50,70,53,71,77,83,73,73,67,62,71,76,78,80,55,61,66,65,67,71,75,78,76,69,63,68,61,"['CM', 'LM', 'CDM', 'CAM']",CM,4,False,False,False,False,michael-krohn-dehli-1983-06-06
J. Chancellor,Jhon Chancellor,1992-01-02,34.0,198.12,86.2,CB,Venezuela,64,64,,,Right,1,2,2,Normal,,,,,,26,23,58,41,20,34,22,20,37,40,51,56,46,65,33,48,52,56,86,29,65,62,24,29,37,53,64,66,58,['CB'],CB,1,False,False,False,False,jhon-chancellor-1992-01-02
D. Yedlin,DeAndre Yedlin,1993-07-09,32.5,172.72,74.8,"RB,RWB",United States,76,81,8500000.0,34000.0,Right,1,3,3,Normal,16800000.0,United States,74.0,RB,2.0,69,40,65,70,60,75,70,28,53,73,93,93,85,75,76,73,86,86,66,51,76,68,70,68,38,72,72,75,72,"['RB', 'RWB']",RB,2,False,False,False,False,deandre-yedlin-1993-07-09
S. Moutoussamy,Samuel Moutoussamy,1996-08-12,29.4,175.26,72.1,"CM,CDM",France,69,78,1600000.0,9000.0,Left,1,3,3,Lean,3400000.0,,,,,68,54,46,74,62,76,53,42,69,75,77,68,79,60,82,52,42,64,58,62,51,63,63,63,46,65,66,72,69,"['CM', 'CDM']",CM,2,False,False,False,False,samuel-moutoussamy-1996-08-12
J. Güemez,Javier Güemez López,1991-10-17,34.3,172.72,73.9,"CDM,CM",Mexico,72,73,3000000.0,8000.0,Right,1,3,3,Stocky,5400000.0,Querétaro,70.0,CM,6.0,66,61,62,68,62,64,73,58,66,71,69,66,67,63,64,70,83,77,86,70,86,71,64,67,51,73,66,72,71,"['CDM', 'CM']",CDM,2,False,False,False,False,javier-g-emez-l-pez-1991-10-17
Victor Campuzano,Víctor Campuzano Bonilla,1997-05-31,28.6,175.26,72.1,ST,Spain,60,71,350000.0,3000.0,Left,1,3,2,Normal,805000.0,,,,,39,63,52,49,52,58,33,27,30,58,71,64,64,49,78,64,69,56,52,51,39,16,63,48,59,59,12,15,13,['ST'],ST,1,False,False,False,False,v-ctor-campuzano-bonilla-1997-05-31
João Cancelo,João Pedro Cavaco Cancelo,1994-05-27,31.6,182.88,73.9,RB,Portugal,83,89,29500000.0,105000.0,Right,2,3,4,Lean,54600000.0,Portugal,82.0,RB,2.0,86,58,64,79,62,85,83,69,75,84,91,91,78,83,74,80,73,90,66,66,73,77,78,74,46,77,79,79,79,['RB'],RB,1,False,False,False,False,jo-o-pedro-cavaco-cancelo-1994-05-27
A. Ikedi,Anthony Ikedi,1998-09-20,27.3,198.12,79.8,"CDM,CM",Nigeria,59,72,260000.0,1000.0,Right,1,3,2,Normal,488000.0,,,,,40,39,56,58,32,53,40,40,54,54,63,69,52,54,49,63,65,70,79,53,66,55,37,55,45,53,53,58,54,"['CDM', 'CM']",CDM,2,False,False,False,False,anthony-ikedi-1998-09-20
A. Björnström,Axel Björnström,1995-09-10,30.4,175.26,64.9,LB,Sweden,58,66,160000.0,1000.0,Right,1,3,2,Lean,232000.0,,,,,51,22,54,52,26,46,35,30,40,54,68,66,59,52,72,42,78,65,55,34,50,56,41,39,33,45,59,58,54,['LB'],LB,1,False,False,False,False,axel-bj-rnstr-m-1995-09-10
Héldon,Héldon Augusto Almeida Ramos,1988-11-14,37.2,175.26,66.2,"LM,RM",Cape Verde,76,76,7500000.0,23000.0,Right,1,3,4,Normal,12400000.0,,,,,76,71,59,67,65,78,73,71,62,77,86,85,83,74,77,75,63,74,53,67,46,31,73,74,71,74,23,25,21,"['LM', 'RM']",LM,2,False,False,False,False,h-ldon-augusto-almeida-ramos-1988-11-14
N. Sandberg,Niklas Sandberg,1995-05-18,30.7,154.94,64.9,CM,Norway,59,66,220000.0,1000.0,Left,1,3,2,Normal,319000.0,,,,,63,55,60,63,53,62,54,36,64,64,70,70,63,48,71,52,64,55,55,53,58,50,43,56,41,44,46,52,53,['CM'],CM,1,False,False,False,False,niklas-sandberg-1995-05-18
M. Weymans,Marco Weymans,1997-07-09,28.5,175.26,69.9,"LB,CDM",Belgium,57,69,160000.0,1000.0,Left,1,3,2,Stocky,232000.0,,,,,47,39,51,62,36,48,44,40,54,54,69,68,60,52,73,62,64,65,61,40,66,50,45,44,42,48,57,47,56,"['LB', 'CDM']",LB,2,False,False,False,False,marco-weymans-1997-07-09
C. Gutiérrez,Cristián Daniel Gutiérrez Zúñiga,1997-02-18,28.9,154.94,69.9,LB,Canada,67,78,1100000.0,1000.0,Left,1,2,2,Lean,1800000.0,,,,,66,37,62,65,37,64,50,51,64,62,74,80,70,65,75,57,70,75,72,56,46,62,63,56,47,61,60,65,63,['LB'],LB,1,False,False,False,False,cristi-n-daniel-guti-rrez-z-iga-1997-02-18
A. Al Shammari,Abdullah Hamdan Al Shammari,1991-11-24,34.2,185.42,83.0,GK,Saudi Arabia,54,56,60000.0,2000.0,Right,1,3,1,Normal,104000.0,,,,,12,17,18,26,15,17,16,18,25,12,43,48,36,51,58,19,54,37,57,13,18,16,19,53,17,38,17,18,15,['GK'],GK,1,False,False,False,False,abdullah-hamdan-al-shammari-1991-11-24
S. Okaka,Stefano Okaka Chuka,1989-08-09,36.4,185.42,89.8,ST,Italy,74,74,6000000.0,48000.0,Right,2,3,2,Stocky,,,,,,50,70,77,70,66,69,58,48,29,77,56,71,54,70,45,81,74,65,93,67,73,21,70,62,66,71,29,25,20,['ST'],ST,1,False,False,False,False,stefano-okaka-chuka-1989-08-09
Alan Patrick,Alan Patrick Lourenço,1991-05-13,34.7,152.4,69.9,"CAM,CDM",Brazil,75,75,7000000.0,1000.0,Right,1,3,4,Lean,14700000.0,,,,,71,68,48,76,64,80,73,78,72,76,74,75,80,71,72,77,61,73,38,75,46,59,63,77,66,76,55,53,42,"['CAM', 'CDM']",CAM,2,False,False,False,False,alan-patrick-louren-o-1991-05-13
C. Coventry,Conor Coventry,2000-03-25,25.8,175.26,64.9,"CM,CDM",Republic of Ireland,57,73,210000.0,4000.0,Right,1,3,2,Lean,530000.0,,,,,44,35,38,62,39,57,45,38,63,60,65,60,67,45,72,48,58,58,45,46,65,41,41,60,37,59,50,49,47,"['CM', 'CDM']",CM,2,False,False,False,False,conor-coventry-2000-03-25
C. Lizarazo,Carlos David Lizarazo Landázuri,1991-04-26,34.7,170.18,67.1,"CAM,LM,CDM",Colombia,67,67,800000.0,1000.0,Left,1,3,3,Normal,1100000.0,,,,,63,56,48,64,64,66,67,67,63,65,86,81,84,63,84,66,55,59,53,69,46,32,64,65,68,63,54,40,28,"['CAM', 'LM', 'CDM']",CAM,3,False,False,False,False,carlos-david-lizarazo-land-zuri-1991-04-26
J. Sand,José Gustavo Sand,1980-07-17,45.5,185.42,82.1,ST,Argentina,77,77,3200000.0,17000.0,Right,1,4,3,Normal,4800000.0,,,,,56,82,83,71,78,66,54,66,44,80,47,48,58,83,59,76,72,62,82,72,75,33,84,72,84,82,47,24,29,['ST'],ST,1,False,False,False,False,jos-gustavo-sand-1980-07-17
Buatu,Jonathan Buatu Mananga,1993-09-27,32.3,187.96,87.1,CB,Angola,69,74,1200000.0,4000.0,Right,1,3,2,Normal,2600000.0,,,,,50,32,67,68,42,52,35,41,60,57,64,66,48,61,47,64,65,66,79,34,76,64,54,32,42,64,68,70,65,['CB'],CB,1,False,False,False,False,jonathan-buatu-mananga-1993-09-27
Domingos Quina,Domingos Quina,1999-11-18,26.2,175.26,66.2,"CAM,CM,CDM",Portugal,66,82,1300000.0,7000.0,Right,1,3,3,Lean,3300000.0,,,,,54,55,34,68,48,68,58,50,60,71,74,66,77,60,83,59,51,64,43,61,53,44,59,62,48,62,35,45,39,"['CAM', 'CM', 'CDM']",CAM,3,False,False,False,False,domingos-quina-1999-11-18
S. Berghuis,Steven Berghuis,1991-12-19,34.1,182.88,74.8,RW,Netherlands,79,79,13500000.0,20000.0,Left,2,3,3,Lean,18900000.0,,,,,79,75,48,78,74,82,86,74,79,82,80,75,82,75,70,82,53,72,58,83,63,37,72,83,70,73,34,36,30,['RW'],RW,1,False,False,False,False,steven-berghuis-1991-12-19
L. García,Luís García,1998-03-20,27.8,182.88,78.0,GK,Colombia,63,72,425000.0,2000.0,Right,1,2,1,Normal,978000.0,,,,,30,16,10,30,20,18,29,13,38,32,51,55,70,52,41,42,70,45,51,20,28,18,11,30,20,43,14,24,14,['GK'],GK,1,False,False,False,False,lu-s-garc-a-1998-03-20
M. Johansson,Mattias Johansson,1992-02-16,33.9,170.18,64.0,"RB,RWB",Sweden,72,73,3000000.0,1000.0,Right,1,3,3,Lean,6700000.0,,,,,64,45,54,64,23,74,59,22,62,72,84,86,83,68,78,68,72,86,54,29,65,68,70,43,46,65,68,68,68,"['RB', 'RWB']",RB,2,False,False,False,False,mattias-johansson-1992-02-16
